Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,Yes,Travel_Rarely,1011,Software,5,3,Technical Degree,1,2344,2,Male,175,4,4,Manufacturing Director,3,Divorced,33463,468482,4,Y,No,2,1,2,80,3,25,3,3,13,13,3,3
47,No,Travel_Frequently,1268,Hardware,1,1,Human Resources,1,2345,1,Male,66,4,5,Healthcare Representative,4,Married,8559,248211,4,Y,Yes,25,3,4,80,1,20,6,2,10,7,6,7
21,No,Non-Travel,511,Software,12,5,Human Resources,1,2346,4,Female,166,4,4,Research Director,4,Married,47281,1323868,4,Y,Yes,47,3,3,80,2,11,1,1,1,1,1,1
36,Yes,Travel_Rarely,915,Research & Development,15,4,Human Resources,1,2347,1,Female,102,1,2,Developer,3,Divorced,8267,157073,3,Y,Yes,31,3,4,80,1,6,6,4,1,1,1,1
39,Yes,Non-Travel,799,Software,7,2,Technical Degree,1,2348,2,Male,171,1,1,Sales Representative,1,Single,2657,74396,0,Y,Yes,32,4,3,80,1,31,2,4,21,21,2,3
53,No,Travel_Frequently,724,Research & Development,50,3,Human Resources,1,2349,2,Male,36,1,2,Laboratory Technician,2,Divorced,10347,144858,0,Y,No,13,4,3,80,2,24,4,4,12,3,8,5
33,No,Travel_Rarely,1283,Hardware,37,2,Other,1,2350,1,Male,38,2,4,Laboratory Technician,2,Divorced,25185,679995,3,Y,No,4,2,2,80,2,16,6,4,14,8,5,4
44,Yes,Non-Travel,669,Research & Development,33,2,Medical,1,2351,3,Female,185,1,2,Manager,1,Married,13315,199725,0,Y,Yes,43,4,4,80,4,34,4,4,29,22,24,18
54,No,Travel_Rarely,1093,Software,45,2,Marketing,1,2352,1,Female,96,3,3,Manufacturing Director,4,Divorced,20648,557496,7,Y,No,16,4,2,80,1,24,4,4,6,4,4,5
32,Yes,Travel_Rarely,769,Software,13,5,Life Sciences,1,2353,3,Male,199,3,3,Sales Representative,2,Single,12787,230166,4,Y,Yes,21,4,4,80,1,24,6,2,15,13,14,8
27,No,Travel_Frequently,449,Sales,4,2,Medical,1,2354,2,Male,91,1,3,Healthcare Representative,4,Married,21190,42380,8,Y,No,20,2,4,80,1,1,4,4,1,1,1,1
18,No,Travel_Frequently,777,Research & Development,11,3,Medical,1,2355,3,Male,129,2,4,Research Scientist,2,Married,3793,75860,5,Y,Yes,11,4,3,80,1,21,2,3,19,5,16,9
46,No,Non-Travel,1028,Human Resources,36,4,Human Resources,1,2356,2,Female,81,1,2,Manufacturing Director,3,Single,23078,92312,5,Y,Yes,27,3,3,80,3,19,3,2,2,2,1,1
30,Yes,Travel_Frequently,906,Hardware,50,3,Marketing,1,2357,2,Male,195,4,1,Manager,4,Divorced,44235,530820,7,Y,No,32,2,3,80,4,22,3,4,22,21,9,22
26,Yes,Travel_Rarely,1081,Research & Development,44,1,Other,1,2358,4,Female,73,2,5,Laboratory Technician,1,Divorced,45766,274596,3,Y,Yes,33,4,2,80,1,23,2,1,1,1,1,1
50,Yes,Travel_Frequently,1269,Support,29,4,Other,1,2359,3,Female,139,2,5,Healthcare Representative,3,Married,2903,78381,1,Y,No,0,4,3,80,2,12,5,4,11,11,1,7
50,Yes,Non-Travel,1021,Hardware,6,5,Technical Degree,1,2360,3,Male,55,2,5,Developer,4,Single,4426,128354,6,Y,No,6,3,4,80,1,20,1,3,2,2,2,2
34,Yes,Non-Travel,856,Support,40,3,Technical Degree,1,2361,1,Female,127,1,3,Developer,3,Married,28014,84042,2,Y,No,24,2,3,80,2,26,2,1,2,1,2,1
22,No,Non-Travel,519,Support,45,3,Medical,1,2362,4,Female,57,3,4,Manufacturing Director,3,Single,50645,1063545,4,Y,No,21,3,3,80,1,24,6,2,24,3,10,14
30,Yes,Travel_Rarely,1459,Software,34,4,Other,1,2363,4,Male,80,1,4,Research Director,2,Married,34678,1005662,7,Y,Yes,45,1,1,80,3,10,2,1,2,2,1,2
45,No,Non-Travel,735,Software,42,5,Other,1,2364,1,Female,80,3,1,Human Resources,3,Divorced,48478,387824,7,Y,Yes,27,2,1,80,3,22,1,4,6,5,6,2
45,Yes,Travel_Frequently,1229,Hardware,48,1,Human Resources,1,2365,2,Male,157,4,1,Research Scientist,2,Single,22264,623392,0,Y,Yes,42,4,1,80,1,15,3,4,15,13,8,7
50,Yes,Non-Travel,416,Human Resources,34,2,Other,1,2366,2,Male,120,3,4,Research Scientist,4,Single,15534,62136,7,Y,Yes,26,3,3,80,3,2,6,4,1,1,1,1
43,Yes,Travel_Rarely,799,Support,20,2,Medical,1,2367,1,Male,35,3,4,Laboratory Technician,1,Single,45074,360592,7,Y,No,6,2,4,80,3,11,2,2,3,1,1,3
38,No,Non-Travel,195,Human Resources,46,1,Technical Degree,1,2368,2,Female,56,2,1,Sales Executive,1,Married,21295,638850,8,Y,Yes,29,3,2,80,2,29,1,2,12,4,10,6
40,No,Non-Travel,358,Software,6,1,Other,1,2369,2,Female,153,3,5,Sales Executive,4,Divorced,22282,579332,2,Y,No,45,1,1,80,4,5,5,2,1,1,1,1
56,Yes,Travel_Rarely,324,Research & Development,10,4,Technical Degree,1,2370,1,Female,54,1,4,Sales Representative,4,Married,47340,852120,0,Y,Yes,45,1,3,80,3,23,6,2,17,5,1,8
60,Yes,Non-Travel,1487,Software,11,2,Medical,1,2371,1,Male,62,3,3,Manager,2,Single,35565,995820,2,Y,No,40,1,4,80,2,11,6,4,8,8,3,1
19,No,Travel_Frequently,1257,Human Resources,6,1,Life Sciences,1,2372,3,Male,137,1,1,Research Director,1,Divorced,26682,720414,3,Y,No,8,2,2,80,1,35,2,2,17,8,9,1
27,No,Travel_Rarely,1276,Human Resources,8,5,Technical Degree,1,2373,1,Female,62,2,5,Research Scientist,3,Married,25368,558096,1,Y,No,49,3,4,80,2,1,2,4,1,1,1,1
41,No,Travel_Frequently,1440,Support,50,5,Technical Degree,1,2374,2,Female,164,2,5,Sales Executive,3,Married,41885,963355,8,Y,No,29,4,4,80,3,20,1,4,20,18,9,6
18,Yes,Non-Travel,208,Sales,12,1,Medical,1,2375,2,Male,153,1,4,Research Scientist,4,Single,9237,267873,5,Y,Yes,35,2,4,80,4,24,4,3,3,3,2,1
27,Yes,Non-Travel,1015,Hardware,34,2,Life Sciences,1,2376,3,Female,180,4,2,Manufacturing Director,2,Divorced,24159,241590,8,Y,Yes,22,1,4,80,2,20,2,3,18,5,18,1
28,Yes,Non-Travel,839,Hardware,12,5,Technical Degree,1,2377,2,Male,152,3,1,Research Scientist,3,Single,8165,155135,5,Y,No,2,2,2,80,2,35,2,2,8,3,4,7
35,Yes,Non-Travel,889,Software,26,3,Human Resources,1,2378,1,Male,41,3,3,Manufacturing Director,2,Divorced,8126,121890,2,Y,No,40,2,2,80,3,26,5,1,16,16,11,4
43,Yes,Non-Travel,1251,Software,17,2,Other,1,2379,4,Female,77,4,5,Manufacturing Director,3,Divorced,29379,646338,1,Y,Yes,3,3,4,80,4,30,6,3,1,1,1,1
42,Yes,Non-Travel,976,Research & Development,7,3,Marketing,1,2380,2,Male,81,4,2,Research Scientist,2,Married,9426,141390,4,Y,No,10,3,3,80,3,35,1,4,18,12,11,2
23,Yes,Non-Travel,214,Human Resources,13,3,Other,1,2381,4,Female,100,2,2,Laboratory Technician,1,Married,16509,264144,5,Y,No,3,1,4,80,3,25,6,4,22,21,19,9
44,Yes,Travel_Rarely,373,Research & Development,27,3,Other,1,2382,2,Male,119,1,2,Sales Executive,3,Married,4873,107206,1,Y,No,28,1,2,80,3,25,3,2,1,1,1,1
38,No,Non-Travel,549,Human Resources,42,3,Marketing,1,2383,2,Male,112,2,3,Human Resources,3,Divorced,40581,933363,6,Y,Yes,45,1,1,80,2,9,5,2,8,2,6,3
21,No,Non-Travel,1172,Research & Development,29,3,Medical,1,2384,3,Male,159,4,2,Research Director,2,Single,7332,175968,5,Y,Yes,22,2,4,80,3,16,4,1,3,1,2,2
39,No,Non-Travel,297,Research & Development,17,1,Technical Degree,1,2385,1,Male,176,4,4,Research Director,3,Married,17767,533010,1,Y,No,46,3,4,80,2,27,3,2,12,10,6,11
48,No,Travel_Rarely,1159,Support,5,4,Human Resources,1,2386,1,Female,32,3,4,Manager,4,Divorced,40009,560126,2,Y,Yes,21,4,2,80,1,11,6,1,10,8,9,4
56,No,Travel_Rarely,896,Support,50,1,Medical,1,2387,2,Female,111,1,1,Laboratory Technician,3,Single,2326,46520,7,Y,No,16,2,2,80,3,27,1,4,17,8,14,8
37,No,Travel_Frequently,223,Research & Development,2,3,Other,1,2388,1,Male,37,1,1,Sales Executive,3,Married,27348,546960,6,Y,Yes,14,3,3,80,3,5,3,2,2,1,2,2
38,Yes,Travel_Frequently,297,Research & Development,38,4,Other,1,2389,3,Male,76,4,1,Sales Representative,1,Divorced,15683,282294,7,Y,Yes,22,3,3,80,2,37,5,3,17,1,7,16
56,No,Travel_Rarely,814,Sales,21,5,Technical Degree,1,2390,3,Female,80,1,5,Manager,4,Single,32208,901824,4,Y,No,18,2,2,80,2,20,1,4,14,11,14,12
37,No,Travel_Rarely,887,Human Resources,10,4,Marketing,1,2391,3,Male,154,2,2,Manager,4,Single,35080,420960,2,Y,No,12,1,2,80,3,20,1,1,1,1,1,1
33,Yes,Non-Travel,1359,Software,5,4,Technical Degree,1,2392,2,Male,143,3,1,Research Director,3,Divorced,31530,252240,0,Y,Yes,49,4,1,80,3,31,3,2,3,3,3,3
22,No,Non-Travel,863,Hardware,4,5,Other,1,2393,4,Male,192,2,5,Manufacturing Director,3,Married,27724,748548,5,Y,No,34,1,3,80,4,26,6,4,1,1,1,1
41,No,Non-Travel,103,Hardware,16,4,Human Resources,1,2394,3,Female,184,3,5,Developer,1,Single,35153,456989,6,Y,Yes,4,3,2,80,3,4,6,3,2,2,2,1
34,Yes,Travel_Rarely,1030,Hardware,3,5,Human Resources,1,2395,2,Female,42,1,5,Research Director,2,Married,28892,664516,8,Y,No,14,3,4,80,3,11,1,4,11,9,10,6
21,Yes,Travel_Frequently,576,Research & Development,47,1,Other,1,2396,1,Male,162,4,4,Laboratory Technician,2,Single,14994,389844,2,Y,Yes,19,4,1,80,2,28,3,3,11,6,8,4
24,No,Non-Travel,561,Software,23,5,Marketing,1,2397,2,Male,184,4,3,Manufacturing Director,2,Married,24917,249170,2,Y,No,22,4,4,80,3,34,3,2,33,4,31,11
53,Yes,Travel_Frequently,427,Research & Development,33,5,Life Sciences,1,2398,3,Female,73,2,4,Sales Executive,4,Single,24257,630682,8,Y,No,27,2,4,80,1,7,3,2,7,1,1,5
55,No,Travel_Rarely,395,Research & Development,50,4,Marketing,1,2399,2,Male,32,4,5,Human Resources,1,Single,14485,43455,2,Y,No,47,2,2,80,2,35,6,1,12,12,2,9
31,No,Travel_Frequently,362,Sales,21,5,Life Sciences,1,2400,1,Female,105,3,3,Healthcare Representative,3,Single,48878,146634,4,Y,No,24,3,4,80,1,15,1,3,7,3,6,5
28,No,Travel_Frequently,1104,Research & Development,13,4,Technical Degree,1,2401,2,Male,169,2,2,Manufacturing Director,2,Divorced,34202,991858,3,Y,No,6,4,4,80,2,33,2,2,13,4,6,4
54,Yes,Travel_Rarely,212,Support,9,1,Other,1,2402,4,Male,199,3,5,Healthcare Representative,4,Divorced,45877,1146925,0,Y,No,28,2,1,80,1,18,1,1,16,4,6,5
53,No,Travel_Frequently,618,Research & Development,45,5,Human Resources,1,2403,1,Female,75,4,4,Research Scientist,3,Single,46848,421632,0,Y,No,4,2,2,80,1,20,4,1,8,5,7,8
33,No,Travel_Rarely,1357,Human Resources,25,4,Other,1,2404,4,Female,50,3,5,Research Scientist,1,Divorced,35816,823768,4,Y,No,15,4,1,80,4,33,6,3,15,8,6,3
21,No,Travel_Rarely,328,Human Resources,49,3,Medical,1,2405,1,Male,64,2,2,Sales Representative,2,Divorced,3268,65360,4,Y,Yes,37,1,3,80,3,38,1,4,17,7,8,8
50,Yes,Travel_Frequently,1453,Research & Development,30,4,Life Sciences,1,2406,1,Female,135,3,1,Sales Executive,4,Single,29041,58082,3,Y,Yes,46,4,1,80,1,6,3,1,5,4,2,2
49,Yes,Travel_Rarely,455,Software,7,5,Marketing,1,2407,3,Female,122,4,5,Human Resources,1,Divorced,1331,39930,7,Y,Yes,25,1,4,80,1,10,4,2,6,5,4,4
37,No,Travel_Frequently,1369,Software,50,2,Marketing,1,2408,2,Male,94,3,3,Sales Representative,1,Divorced,27905,558100,2,Y,Yes,48,1,2,80,4,29,3,1,14,11,14,12
18,No,Non-Travel,921,Support,13,4,Life Sciences,1,2409,1,Female,167,4,1,Human Resources,3,Single,27900,306900,6,Y,Yes,9,2,1,80,1,26,6,1,11,2,3,2
30,No,Travel_Frequently,1199,Support,42,5,Human Resources,1,2410,2,Male,87,3,4,Manager,4,Single,9657,251082,7,Y,No,27,3,4,80,4,35,2,2,20,17,16,13
53,Yes,Travel_Frequently,485,Software,41,4,Life Sciences,1,2411,1,Male,137,1,2,Manufacturing Director,1,Single,32242,161210,0,Y,No,47,3,2,80,2,26,2,2,6,2,2,3
31,Yes,Travel_Frequently,338,Support,21,1,Medical,1,2412,4,Male,183,2,1,Research Scientist,1,Married,7173,179325,6,Y,No,7,2,3,80,3,10,3,4,8,7,2,4
54,No,Non-Travel,1303,Human Resources,15,2,Human Resources,1,2413,4,Female,84,2,3,Sales Representative,1,Single,41824,836480,0,Y,No,43,2,4,80,4,34,5,2,28,19,25,24
39,No,Travel_Rarely,199,Hardware,29,1,Life Sciences,1,2414,2,Male,61,4,1,Manager,3,Divorced,17239,448214,2,Y,Yes,0,2,3,80,1,36,2,2,17,6,17,9
41,No,Travel_Frequently,1162,Sales,11,1,Life Sciences,1,2415,2,Male,140,1,4,Human Resources,4,Single,43934,922614,4,Y,Yes,10,3,1,80,2,25,1,3,21,15,2,5
22,No,Non-Travel,1459,Software,6,2,Other,1,2416,1,Female,151,3,5,Sales Executive,1,Single,28549,770823,2,Y,No,27,2,1,80,1,28,2,2,3,2,1,2
57,No,Travel_Rarely,850,Software,25,1,Marketing,1,2417,3,Female,76,4,2,Research Director,2,Married,19048,514296,5,Y,Yes,21,4,2,80,4,17,1,3,2,2,1,1
49,No,Non-Travel,695,Human Resources,4,2,Medical,1,2418,2,Female,90,1,4,Developer,1,Married,24124,120620,7,Y,No,10,2,2,80,1,25,3,2,18,9,4,3
25,Yes,Travel_Rarely,1217,Human Resources,28,4,Other,1,2419,1,Male,138,1,2,Research Scientist,4,Married,24405,366075,7,Y,Yes,29,3,4,80,1,29,4,3,15,15,10,11
38,No,Non-Travel,1437,Support,42,1,Medical,1,2420,4,Male,141,4,5,Laboratory Technician,2,Divorced,25330,607920,1,Y,No,43,1,2,80,2,33,3,2,21,19,13,11
28,No,Travel_Rarely,1276,Support,11,1,Human Resources,1,2421,2,Male,63,2,1,Research Director,4,Married,38707,1083796,4,Y,No,40,2,1,80,3,37,3,3,10,9,10,9
54,No,Non-Travel,352,Software,12,2,Life Sciences,1,2422,1,Male,172,4,4,Laboratory Technician,2,Married,7187,136553,8,Y,No,23,4,4,80,4,13,4,2,13,1,10,12
52,No,Travel_Frequently,614,Support,1,3,Life Sciences,1,2423,2,Female,82,4,4,Research Scientist,1,Single,41390,910580,2,Y,No,29,1,2,80,3,18,3,4,6,6,2,5
59,Yes,Travel_Frequently,711,Research & Development,12,2,Human Resources,1,2424,2,Male,52,1,3,Sales Representative,2,Divorced,27152,597344,1,Y,No,43,2,3,80,4,39,1,4,28,1,2,16
31,No,Non-Travel,1359,Hardware,50,3,Life Sciences,1,2425,1,Female,44,4,4,Research Scientist,4,Single,12406,310150,6,Y,Yes,27,2,1,80,3,33,2,4,33,24,22,12
50,Yes,Travel_Frequently,559,Hardware,42,4,Human Resources,1,2426,1,Male,74,1,1,Human Resources,1,Married,22067,198603,8,Y,No,33,1,2,80,4,6,4,3,1,1,1,1
37,Yes,Non-Travel,1055,Hardware,43,1,Human Resources,1,2427,3,Female,53,3,5,Research Director,3,Married,50951,254755,5,Y,No,37,4,4,80,3,40,1,2,20,13,4,19
42,Yes,Travel_Rarely,1418,Support,49,3,Life Sciences,1,2428,3,Female,48,4,2,Laboratory Technician,1,Divorced,40457,202285,6,Y,Yes,36,1,4,80,1,40,4,4,4,1,2,2
45,No,Non-Travel,420,Support,42,2,Marketing,1,2429,4,Male,33,2,4,Healthcare Representative,4,Single,24067,120335,2,Y,No,19,4,1,80,1,25,6,4,20,12,10,10
19,No,Travel_Frequently,1065,Sales,8,2,Other,1,2430,2,Female,34,1,4,Manufacturing Director,3,Married,39876,478512,8,Y,Yes,37,3,1,80,3,12,2,3,3,2,3,3
40,Yes,Non-Travel,1226,Research & Development,2,5,Other,1,2431,2,Female,139,2,2,Developer,1,Divorced,18576,55728,4,Y,Yes,47,1,4,80,1,8,4,4,4,2,4,4
42,Yes,Non-Travel,102,Software,34,4,Human Resources,1,2432,1,Female,81,2,2,Manufacturing Director,2,Married,41463,663408,1,Y,No,34,4,3,80,2,25,3,4,14,3,5,3
59,No,Non-Travel,752,Human Resources,43,1,Technical Degree,1,2433,1,Male,52,3,2,Healthcare Representative,3,Married,32267,161335,4,Y,No,46,2,2,80,3,20,3,1,13,1,4,2
21,No,Non-Travel,568,Software,34,2,Marketing,1,2434,3,Male,136,4,4,Sales Representative,4,Single,46429,232145,6,Y,Yes,24,1,2,80,2,25,4,1,7,7,6,3
39,Yes,Travel_Rarely,804,Software,43,5,Medical,1,2435,2,Female,183,3,4,Healthcare Representative,1,Divorced,2772,19404,4,Y,Yes,33,4,1,80,2,22,2,2,3,3,1,3
51,No,Travel_Rarely,391,Support,27,4,Technical Degree,1,2436,2,Female,150,1,5,Human Resources,4,Divorced,31632,632640,7,Y,No,43,1,1,80,3,9,4,4,3,3,1,1
41,Yes,Travel_Frequently,596,Sales,6,3,Marketing,1,2437,2,Female,157,1,2,Laboratory Technician,1,Single,35087,666653,0,Y,Yes,42,4,1,80,1,2,4,4,2,1,1,2
26,Yes,Non-Travel,462,Sales,14,4,Other,1,2438,1,Female,79,2,2,Developer,2,Married,3953,43483,0,Y,Yes,21,4,2,80,1,7,6,2,3,1,1,1
51,No,Non-Travel,614,Sales,50,1,Technical Degree,1,2439,2,Female,98,4,1,Research Scientist,2,Single,1153,28825,7,Y,Yes,41,2,1,80,4,34,1,1,24,5,18,12
50,Yes,Non-Travel,804,Research & Development,47,4,Human Resources,1,2440,3,Female,82,3,2,Human Resources,4,Married,5638,140950,3,Y,Yes,18,3,4,80,1,19,1,4,3,2,2,1
42,Yes,Travel_Rarely,1470,Human Resources,38,1,Marketing,1,2441,2,Male,170,4,5,Research Scientist,4,Single,47453,474530,3,Y,No,2,4,3,80,2,16,5,2,3,1,1,3
26,No,Travel_Frequently,521,Hardware,16,1,Human Resources,1,2442,1,Female,172,2,2,Manager,3,Single,25312,480928,4,Y,Yes,9,3,4,80,2,15,2,2,9,3,2,8
59,No,Non-Travel,326,Software,34,2,Technical Degree,1,2443,2,Male,39,3,5,Developer,2,Single,9043,108516,7,Y,Yes,30,2,2,80,3,28,3,1,14,2,4,1
37,No,Travel_Frequently,1117,Software,14,1,Other,1,2444,4,Male,44,2,4,Sales Executive,3,Single,31838,795950,3,Y,No,34,3,3,80,4,25,6,1,20,8,13,4
23,Yes,Non-Travel,446,Software,17,2,Life Sciences,1,2445,4,Female,133,2,3,Manager,3,Single,40980,819600,3,Y,Yes,15,2,4,80,4,17,6,1,16,13,7,8
18,Yes,Travel_Rarely,543,Sales,22,3,Marketing,1,2446,3,Male,157,4,3,Manufacturing Director,1,Married,10722,117942,3,Y,No,42,2,1,80,2,7,2,1,2,1,2,2
23,Yes,Non-Travel,712,Human Resources,14,5,Life Sciences,1,2447,4,Female,115,1,2,Research Scientist,1,Married,40561,324488,5,Y,Yes,30,2,4,80,3,18,3,1,17,8,10,13
24,No,Non-Travel,685,Software,16,3,Human Resources,1,2448,1,Female,66,1,5,Manufacturing Director,3,Single,45238,723808,4,Y,No,14,3,1,80,3,29,6,4,1,1,1,1
23,Yes,Non-Travel,983,Hardware,23,1,Life Sciences,1,2449,3,Female,127,2,2,Sales Representative,4,Divorced,46318,648452,2,Y,Yes,1,4,1,80,3,16,2,3,12,3,11,2
51,Yes,Travel_Frequently,940,Hardware,6,5,Human Resources,1,2450,4,Male,130,2,2,Research Director,3,Single,46972,1127328,7,Y,No,37,4,3,80,2,19,4,1,3,1,2,1
47,Yes,Travel_Frequently,644,Research & Development,45,1,Medical,1,2451,1,Male,140,4,5,Sales Representative,2,Divorced,12220,232180,2,Y,No,17,4,2,80,1,20,1,2,6,4,2,2
38,Yes,Travel_Rarely,1300,Software,22,3,Medical,1,2452,1,Female,130,4,3,Manufacturing Director,4,Married,2964,38532,3,Y,No,23,1,1,80,4,13,3,1,7,6,6,2
47,No,Travel_Frequently,297,Support,30,5,Medical,1,2453,1,Male,129,3,4,Research Scientist,4,Divorced,17993,89965,7,Y,No,15,1,2,80,4,27,1,3,26,22,23,14
19,Yes,Travel_Rarely,879,Human Resources,45,3,Medical,1,2454,3,Female,129,2,4,Research Scientist,4,Divorced,19142,191420,5,Y,No,24,4,4,80,4,1,4,4,1,1,1,1
23,No,Travel_Rarely,1457,Research & Development,25,2,Other,1,2455,3,Male,110,4,5,Sales Representative,3,Single,39020,936480,1,Y,No,43,4,2,80,2,21,4,2,20,5,7,5
51,No,Travel_Frequently,612,Support,21,1,Technical Degree,1,2456,3,Female,119,1,3,Healthcare Representative,3,Divorced,2230,44600,0,Y,No,22,4,2,80,3,14,4,3,13,4,12,8
44,Yes,Travel_Rarely,899,Support,13,2,Technical Degree,1,2457,2,Male,84,1,4,Developer,1,Married,11750,47000,8,Y,Yes,8,2,3,80,3,31,5,1,31,11,25,22
26,No,Non-Travel,969,Sales,28,3,Other,1,2458,4,Female,106,1,2,Developer,2,Single,34822,905372,2,Y,Yes,5,1,4,80,2,9,2,1,6,1,1,2
32,No,Travel_Rarely,439,Sales,2,2,Technical Degree,1,2459,1,Female,44,3,2,Human Resources,4,Single,43041,817779,2,Y,Yes,34,4,3,80,4,12,4,3,7,6,4,2
52,Yes,Non-Travel,1292,Software,14,2,Life Sciences,1,2460,1,Male,159,4,2,Healthcare Representative,1,Married,10806,10806,7,Y,No,39,2,4,80,3,4,4,2,4,2,3,2
26,Yes,Non-Travel,1463,Support,16,4,Other,1,2461,3,Male,189,3,4,Research Director,4,Divorced,24400,146400,0,Y,Yes,11,3,1,80,3,31,3,1,31,22,31,20
31,Yes,Travel_Rarely,709,Sales,39,4,Human Resources,1,2462,2,Female,125,1,1,Human Resources,3,Divorced,10830,281580,2,Y,No,29,3,4,80,3,18,2,2,10,10,6,3
56,No,Travel_Rarely,1497,Hardware,49,5,Marketing,1,2463,4,Male,200,4,4,Human Resources,3,Married,24535,196280,4,Y,No,48,1,2,80,4,24,2,4,21,11,20,1
38,No,Non-Travel,948,Human Resources,27,1,Marketing,1,2464,3,Female,148,3,4,Healthcare Representative,2,Married,9989,199780,8,Y,Yes,45,2,1,80,4,29,4,1,15,1,8,7
31,Yes,Travel_Rarely,659,Sales,31,2,Technical Degree,1,2465,2,Male,31,3,4,Research Scientist,1,Divorced,46164,923280,0,Y,Yes,18,1,4,80,1,28,1,2,23,21,18,11
19,No,Travel_Rarely,473,Support,39,5,Human Resources,1,2466,4,Female,76,3,2,Manufacturing Director,3,Divorced,22432,179456,5,Y,Yes,31,2,2,80,1,22,2,3,15,10,7,13
53,Yes,Travel_Rarely,951,Hardware,3,2,Marketing,1,2467,4,Female,147,1,2,Healthcare Representative,1,Married,45524,273144,8,Y,No,46,3,2,80,1,10,1,3,7,4,3,2
18,No,Travel_Rarely,591,Research & Development,29,1,Technical Degree,1,2468,4,Male,175,1,3,Developer,2,Single,50068,700952,6,Y,Yes,3,4,2,80,4,30,1,2,9,2,7,8
48,Yes,Non-Travel,1337,Sales,40,1,Human Resources,1,2469,1,Male,146,4,1,Research Scientist,1,Divorced,25511,255110,5,Y,No,44,1,2,80,1,17,3,1,8,4,1,5
54,Yes,Non-Travel,1050,Software,29,1,Technical Degree,1,2470,3,Female,121,4,2,Research Scientist,4,Married,15059,331298,7,Y,No,28,4,4,80,3,22,3,2,18,10,5,8
39,No,Travel_Rarely,291,Human Resources,12,2,Technical Degree,1,2471,1,Male,97,2,5,Sales Representative,3,Single,25890,310680,8,Y,No,26,4,1,80,4,30,6,1,27,9,11,12
33,Yes,Travel_Rarely,852,Hardware,15,5,Technical Degree,1,2472,4,Male,139,2,1,Developer,2,Single,18295,73180,2,Y,No,16,3,1,80,2,1,5,2,1,1,1,1
39,Yes,Travel_Frequently,1041,Research & Development,24,2,Medical,1,2473,2,Female,48,1,4,Developer,1,Single,46509,1069707,7,Y,Yes,35,4,4,80,4,28,1,1,12,5,7,8
43,No,Travel_Frequently,738,Hardware,3,5,Marketing,1,2474,1,Male,160,4,3,Healthcare Representative,1,Single,28527,313797,2,Y,Yes,33,1,4,80,2,25,1,4,10,2,8,3
53,Yes,Travel_Rarely,1080,Sales,46,1,Medical,1,2475,2,Female,57,2,1,Developer,2,Divorced,1969,55132,8,Y,No,19,1,1,80,2,29,6,1,20,3,16,19
48,Yes,Non-Travel,1345,Sales,6,4,Life Sciences,1,2476,4,Female,84,2,1,Laboratory Technician,2,Single,19356,174204,7,Y,No,2,2,3,80,3,27,4,2,1,1,1,1
60,No,Non-Travel,1101,Research & Development,29,1,Technical Degree,1,2477,4,Male,49,4,1,Laboratory Technician,1,Divorced,18664,93320,2,Y,No,48,4,2,80,1,17,1,2,11,8,4,9
21,No,Travel_Rarely,1186,Sales,36,5,Marketing,1,2478,2,Female,189,2,1,Sales Executive,2,Married,33757,337570,3,Y,Yes,28,2,4,80,3,16,4,4,11,5,7,9
44,No,Travel_Frequently,206,Sales,24,4,Life Sciences,1,2479,2,Female,52,4,4,Developer,3,Single,47649,667086,1,Y,Yes,48,2,2,80,4,1,5,4,1,1,1,1
36,Yes,Travel_Frequently,382,Support,3,2,Marketing,1,2480,2,Female,70,1,1,Laboratory Technician,2,Divorced,18335,18335,3,Y,No,20,1,4,80,2,28,1,2,22,1,5,12
50,Yes,Travel_Rarely,653,Human Resources,47,4,Human Resources,1,2481,4,Male,48,2,5,Developer,1,Divorced,29265,848685,3,Y,No,42,3,2,80,4,9,2,3,2,1,1,1
30,No,Non-Travel,975,Hardware,16,2,Medical,1,2482,1,Female,192,3,2,Sales Executive,3,Divorced,31990,927710,5,Y,No,0,3,3,80,2,14,6,1,13,8,1,13
30,Yes,Travel_Rarely,886,Human Resources,49,4,Marketing,1,2483,1,Male,47,2,5,Research Director,2,Married,7957,135269,4,Y,Yes,46,3,4,80,2,33,2,4,27,18,21,26
23,No,Travel_Rarely,644,Sales,11,4,Medical,1,2484,3,Female,84,4,3,Sales Representative,4,Single,46186,508046,0,Y,No,15,2,3,80,2,14,1,4,5,4,1,4
56,Yes,Travel_Rarely,820,Support,6,4,Marketing,1,2485,3,Male,77,1,3,Sales Executive,3,Divorced,8228,246840,5,Y,No,27,4,3,80,4,9,5,2,1,1,1,1
35,Yes,Non-Travel,773,Hardware,50,3,Medical,1,2486,4,Female,73,1,5,Manager,3,Married,16509,82545,0,Y,Yes,43,4,3,80,3,23,2,3,3,1,3,2
